rom0836; 13.11.2013; Tagungen; Tagungsausschreibung; CfP: Forum Junge Romanistik Räume der Romania; Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen Sprachenübergreifend; Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Didaktik Weitere Teilbereiche; 
rom0420; 13.02.2010; Weitere Informationen; Allgemeine Mitteilung; Artikelausschreibung redit – Zeitschrift für Didaktik des Übersetzens und des Dolmetschens; Spanisch Sprachenübergreifend; Sprachwissenschaft Sprachpraxis Didaktik; 
rom2139; 22.11.2007; Stellen; Wissenschaftliche Stelle; Lehrkraft für besondere Aufgaben Engl/Franz FH ; Französisch; Sprachpraxis; 
rom1520; 06.12.2007; Tagungen; Tagungsprogramm; El viaje y la percepción del otro: viajeros a la Península Ibérica y sus descripciones (siglos XVIII y XIX); Spanisch; Literaturwissenschaft Medien-/Kulturwissenschaft; 
rom2616; 01.04.2010; Weitere Informationen; Bibliothek; Portal New Spanish Books; Spanisch; Literaturwissenschaft; 
rom3259; 13.05.2009; Stellen; Professur; Vier Mercator Research Group Juniorprofessuren (W1) “Spaces of Anthropological Knowledge: Production and Transfer”; Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen Sprachenübergreifend; Literaturwissenschaft Medien-/Kulturwissenschaft; 
rom0474; 10.03.2009; Weitere Informationen; Allgemeine Mitteilung; Aufruf zur Mitarbeit am Dictionnaire des écrivains migrants; Französisch; Literaturwissenschaft; 
rom0966; 04.07.2011; Tagungen; Tagungsausschreibung; CfP: Lengua y espacio: Nuevos enfoques ; Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen; Sprachwissenschaft Weitere Teilbereiche; 
rom1887; 05.02.2009; Stellen; Professur; Juniorprofessor/in für Mathematische Linguistik; Sprachenübergreifend; Sprachwissenschaft; 
rom1397; 05.01.2010; Weitere Informationen; Mittelbau; Deutscher Studienpreis für Dissertationen von besonderer gesellschaftlicher Bedeutung; Sprachenübergreifend; Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft; 
rom0204; 03.03.2011; Stellen; Stipendium; 3 Promotionsstipendien - DramaNet; Sprachenübergreifend; Literaturwissenschaft Medien-/Kulturwissenschaft; 
rom2427; 20.06.2009; Weitere Informationen; Studium; Master universitario METODOLOGÍAS HUMANÍSTICAS EN EL SIGLO XXI; Spanisch; Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft; 
rom0841; 25.02.2011; Tagungen; Tagungsausschreibung; CfP: Frankreich als Kultur-Nation? Kulturelle Dimensionen des gesellschaftlichen Wandels (Jahreskonferenz des Deutsch-Französischen Instituts); Französisch Sprachenübergreifend; Medien-/Kulturwissenschaft; 
rom2668; 25.11.2010; Weitere Informationen; Allgemeine Mitteilung; Preisträger des Premio de la Feria Internacional del Libro de Guadalajara 2010: Lesung von Margo Glantz in Düsseldorf; Spanisch; Literaturwissenschaft; 
rom2493; 25.01.2009; Weitere Informationen; Allgemeine Mitteilung; Nachruf: Zum Tode des Romanisten Prof. Dr. Jürgen Grimm; Französisch Sprachenübergreifend; Literaturwissenschaft; 
rom0772; 21.04.2009; Tagungen; Tagungsausschreibung; CfP: Cultural Exchange in Italian Port Cities Renaissance Society of America Conference; Italienisch; Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft; 
rom1126; 18.06.2012; Tagungen; Tagungsausschreibung; CfP: Sektion Geschichte und Geschichten: Die Bearbeitung von historischen Ereignissen im zeitgenössischen lateinamerikanischen Comic Hispanistentag 2013; Portugiesisch Spanisch; Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft; 
rom0274; 20.06.2012; Weitere Informationen; Allgemeine Mitteilung; 8. Frankoromanistentag 2012: Anmeldung und Unterkunft; Französisch; Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Sprachpraxis Didaktik; 
rom1096; 27.11.2013; Tagungen; Tagungsausschreibung; CfP: Sektion 12 Schnittstelle(n) (der) Philologie beim 9. Kongress des Frankoromanistenverbands; Französisch; Literaturwissenschaft Sprachwissenschaft; 
rom0118; 20.05.2009; Stellen; Wissenschaftliche Stelle; 2 Lehrkräfte für besondere Aufgaben / Spanische Sprachpraxis ; Spanisch; Sprachwissenschaft; 
rom2001; 11.10.2010; Tagungen; Tagungsprogramm; Le Savant dans les Lettres. - VIe colloque international de l’Association « Modernités médiévales »; Französisch Sprachenübergreifend; Literaturwissenschaft; 
rom0075; 18.08.2011; Stellen; Stipendium; 12 Promotionsstipendien (Kommunikations- und Medienwissenschaft Kulturorganisation und Kulturkommunikation); Sprachenübergreifend; Medien-/Kulturwissenschaft; 
rom3607; 18.09.2013; Stellen; Wissenschaftliche Stelle; Wissenschaftliche(r) MitarbeiterIn; Französisch Italienisch Sprachenübergreifend; Sprachwissenschaft; 
rom3081; 07.04.2011; Stellen; Wissenschaftliche Stelle; Teaching Fellow in Romanian Literature; Sprachenübergreifend; Literaturwissenschaft; 
rom2516; 12.12.2013; Weitere Informationen; Allgemeine Mitteilung; Neue Zeitschrift Magnificat Cultura i Literatura Medievals; Weitere romanische Sprachen Sprachenübergreifend; Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft; 
rom2129; 25.02.2011; Stellen; Wissenschaftliche Stelle; Lehrkraft für besondere Aufgaben 50% - Sprachpraxis; Französisch; Sprachpraxis; 
rom0175; 22.04.2009; Tagungen; Tagungsausschreibung; 22. Katalanistentag - 22è Col•loqui Germano-Català: Das Konzept der Països Catalans. Sprache – Literatur – Kultur; Spanisch Weitere romanische Sprachen; Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Sprachpraxis Didaktik; 
rom2305; 17.11.2011; Stellen; Nichtwissenschaftliche Stelle; Lektoratsstelle für Hispanistik (100 %); Spanisch; Sprachpraxis; 
rom2912; 01.07.2013; Stellen; Wissenschaftliche Stelle; Senior Lecturer (Italienisch); Italienisch; Medien-/Kulturwissenschaft Sprachpraxis; 
rom3738; 29.10.2008; Weitere Informationen; Allgemeine Mitteilung; Zs.: lendemains 33. Jahrgang 2008 No. 130/131 (Dossiers: la bande dessinée Frankreichbild im Wandel Mai 68); Französisch; Literaturwissenschaft Medien-/Kulturwissenschaft; 
rom2971; 03.07.2012; Weitere Informationen; Allgemeine Mitteilung; Start des Bundeswettbewerbs Fremdsprachen 2012/2013; Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen Sprachenübergreifend; Sprachpraxis; 
rom3750; 04.07.2008; Weitere Informationen; Allgemeine Mitteilung; Zs.: Revista Internacional de Lingüística Iberoamericana (RILI). Volumen VI (2008) No. 11.; Portugiesisch Spanisch; Sprachwissenschaft; 
rom3677; 24.06.2009; Stellen; Wissenschaftliche Stelle; Wiss.Mitarbeiter/in (Literaturwiss. Französ./Ital.); Französisch Italienisch; Literaturwissenschaft; 
rom2536; 26.02.2014; Weitere Informationen; Studium; Neuer Studiengang an der Universität Mannheim: Vierjähriger Bachelor Romanische Sprachen Literaturen und Medien; Französisch Italienisch Spanisch; Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft; 
rom0610; 25.06.2013; Tagungen; Tagungsausschreibung; CfA: Anuari de Filologia. Literatures Contemporànies; Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen Sprachenübergreifend; Literaturwissenschaft; 
rom1687; 24.10.2013; Tagungen; Sonstige Veranstaltung; Gedenksymposium für Hartmut Kleineidam; Französisch; Sprachwissenschaft; 
rom1004; 19.10.2010; Tagungen; Tagungsausschreibung; CfP: Mediterranean Encounters in the City (Deadline extended to 15 Nov 2010); Sprachenübergreifend; Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Weitere Teilbereiche; 
rom1531; 13.08.2009; Weitere Informationen; Studium; Erinnerung: Romanistik in Erfurt studieren (BA-Studiengang); Französisch Spanisch; Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Sprachpraxis Didaktik; 
rom3217; 29.12.2012; Stellen; Wissenschaftliche Stelle; University Lectureship in French; Französisch; Literaturwissenschaft Medien-/Kulturwissenschaft; 
rom1899; 28.10.2010; Stellen; Professur; Juniorprofessur (W 1) für Buchwissenschaft; Sprachenübergreifend; Literaturwissenschaft Medien-/Kulturwissenschaft; 
rom2172; 03.01.2012; Stellen; Wissenschaftliche Stelle; Lehrkraft für besondere Aufgaben Frz. und Span. Linguistik (50%); Französisch Spanisch; Sprachwissenschaft; 
rom1693; 23.01.2013; Weitere Informationen; Allgemeine Mitteilung; Georg-Rudolf-Lind-Förderpreis für Lusitanistik; Portugiesisch; Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Sprachpraxis Didaktik; 
rom1066; 27.11.2009; Tagungen; Tagungsausschreibung; CfP: Realisms in Contemporary Culture: Theories Politics and Medial Configurations; Französisch Italienisch Portugiesisch Spanisch Sprachenübergreifend; Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft; 
rom2237; 11.05.2009; Stellen; Nichtwissenschaftliche Stelle; Lehrkraft für besondere Aufgaben Spanische Sprachpraxis (50%); Spanisch; Sprachpraxis; 
rom0814; 10.03.2009; Tagungen; Sonstige Veranstaltung; CfP: eikones Summer School Bildprojektionen / Projecting Images; Sprachenübergreifend; Medien-/Kulturwissenschaft; 
rom0834; 05.07.2012; Tagungen; Tagungsausschreibung; CfP: Forschungsatelier Evaluation interkultureller Erfahrungen; Französisch Sprachenübergreifend; Medien-/Kulturwissenschaft; 
rom3498; 17.01.2013; Stellen; Wissenschaftliche Stelle; Wiss. Mitarbeiter/in im Gießener Graduiertenzentrum Kulturwissenschaften (GGK) (Koordination Programm Promovieren mit Kind); Sprachenübergreifend; Literaturwissenschaft Medien-/Kulturwissenschaft; 
rom0777; 24.06.2010; Tagungen; Tagungsausschreibung; CfP: Das Jenseits der empirischen Wissenschaft. Die Literatur und der Reisebericht im 18. Jahrhundert und um 1800; Französisch Sprachenübergreifend; Literaturwissenschaft Medien-/Kulturwissenschaft Weitere Teilbereiche; 
rom1721; 03.12.2008; Tagungen; Tagungsausschreibung; Graduiertenschule „Europäische Kulturen“: Theorie des Kulturellen Gedächtnisses Freiburg; Sprachenübergreifend; Medien-/Kulturwissenschaft; 
rom2450; 07.08.2008; Tagungen; Tagungsprogramm; Mehrsprachigkeit: Herausforderungen und Chancen: 15. Weltkongress für Angewandte Linguistik (AILA 2008); Sprachenübergreifend; Sprachwissenschaft; 
rom0181; 12.07.2012; Tagungen; Tagungsausschreibung; 2nd CfP: Nouvelles perspectives en sémantique lexicale et en organisation du discours; Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen Sprachenübergreifend; Sprachwissenschaft; 
rom1797; 05.01.2009; Tagungen; Tagungsprogramm; Int. Tagung: México: migraciones culturales – topografías transatlánticas; Spanisch; Medien-/Kulturwissenschaft; 
rom1073; 12.05.2009; Tagungen; Tagungsausschreibung; CfP: Responsabilité de protéger: un héritage canadien / Responsibility to Protect: A Canadian Heritage; Französisch Sprachenübergreifend; Literaturwissenschaft Medien-/Kulturwissenschaft; 
rom1329; 13.07.2009; Weitere Informationen; Allgemeine Mitteilung; Comunicación periodística en español; Spanisch; Sprachpraxis; 
rom0891; 13.06.2012; Tagungen; Tagungsausschreibung; CfP: Indignez-vous! Geschichte schreiben im 21. Jahrhundert; Französisch Spanisch Sprachenübergreifend; Literaturwissenschaft Weitere Teilbereiche; 
rom3547; 07.03.2013; Stellen; Wissenschaftliche Stelle; Wiss. Mitarbeiterin/Mitarbeiter: Schwerpunkt Koordination Studienprogramm am International Graduate Centre for the Study of Culture; ; ; 
rom3658; 29.05.2013; Stellen; Wissenschaftliche Stelle; Wissenschaftliche/r Mitarbeiter/in Romanische Sprachwissenschaft; Französisch Spanisch; Sprachwissenschaft; 
rom2547; 11.06.2013; Tagungen; Tagungsausschreibung; Non-overt subjects in a cross-linguistic perspective; Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen Sprachenübergreifend; Sprachwissenschaft; 
rom2010; 21.06.2011; Weitere Informationen; Allgemeine Mitteilung; Lecture/Discussion: Antonio Negri: Su 'Petrolio' di Pasolini; Italienisch; Literaturwissenschaft Medien-/Kulturwissenschaft; 
rom3156; 19.07.2012; Stellen; Wissenschaftliche Stelle; UniversitätsassistentIn 50% Prä-Doc für französische Sprachwissenschaft; Französisch; Sprachwissenschaft; 
rom0201; 16.08.2012; Stellen; Wissenschaftliche Stelle; 3 Postdoktorandenstellen (100 %) Die Amerikas als Verflechtungsraum; Französisch Spanisch Sprachenübergreifend; Medien-/Kulturwissenschaft; 
rom3519; 22.01.2011; Stellen; Wissenschaftliche Stelle; Wiss. Mitarbeiter/in (Romanistik/Sprachwissenschaft 50%); Französisch Italienisch Spanisch; Sprachwissenschaft; 
rom0335; 15.12.2011; Stellen; Wissenschaftliche Stelle; Akademische Ratsstelle im Beamtenverhältnis auf Zeit (Nachfrist!); Französisch Spanisch; Literaturwissenschaft; 
rom2272; 28.02.2013; Stellen; Nichtwissenschaftliche Stelle; Leiter/-in des Zentrums für Sprachen und Internationales; Sprachenübergreifend; Sprachpraxis; 
rom2716; 02.09.2010; Stellen; Professur; Professur für Romanische Philologie - Französische Literatur des Mittelalters; Französisch; Literaturwissenschaft; 
rom0778; 27.03.2012; Tagungen; Tagungsausschreibung; CfP: Das Theater des Spätmittelalters und der Frühen Neuzeit: Kulturelle Verhandlungen in einer Zeit des Wandels; Französisch Italienisch Portugiesisch Spanisch Sprachenübergreifend; Literaturwissenschaft; 
rom0380; 15.09.2009; Tagungen; Tagungsprogramm; Amor sacro e profano. Modelle und Modellierungen der Liebe in Literatur und Malerei der italienischen Renaissance; Italienisch; Literaturwissenschaft Medien-/Kulturwissenschaft; 
rom0508; 02.04.2010; Tagungen; Sonstige Veranstaltung; Ausschreibung für Sommerakademie in Paris: History Takes Place - Urban Change in Europe; Französisch; Medien-/Kulturwissenschaft; 
rom3655; 13.12.2012; Stellen; Wissenschaftliche Stelle; Wissenschaftliche/r Mitarbeiter/in (Research-Team-Stelle) im International Graduate Centre for the Study of Culture (GCSC); Sprachenübergreifend; Medien-/Kulturwissenschaft; 
rom2336; 21.02.2008; Stellen; Nichtwissenschaftliche Stelle; Lektorin / Lektor im Ausland; Sprachenübergreifend; Sprachpraxis Weitere Teilbereiche; 
rom0833; 08.04.2013; Tagungen; Tagungsausschreibung; CfP: Forms of Renaissance Conflict and Rivalries; Sprachenübergreifend; Literaturwissenschaft Medien-/Kulturwissenschaft; 
rom2458; 10.01.2008; Weitere Informationen; Allgemeine Mitteilung; Metaphorik.de Ausgabe 13/2007; Sprachenübergreifend; Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft; 
rom2142; 26.06.2013; Stellen; Wissenschaftliche Stelle; Lehrkraft für besondere Aufgaben Fachdidaktik der romanischen Sprachen; ; ; 
rom2260; 16.08.2012; Stellen; Wissenschaftliche Stelle; Lehrkraft für besondere Aufgaben Wirtschaftsfranzösisch (75%); Französisch; Sprachpraxis; 
rom1196; 16.09.2010; Tagungen; Tagungsausschreibung; CfP: The Dialectics of Orientalism in Early Modern Europe; Französisch Sprachenübergreifend; Medien-/Kulturwissenschaft; 
rom2304; 15.11.2011; Stellen; Nichtwissenschaftliche Stelle; Lektoratsstelle für Französisch (100 %); Französisch; Sprachpraxis; 
rom2766; 24.06.2008; Tagungen; Tagungsprogramm; Programm d. Int. Tagung: El Inca Garcilaso de la Vega: entre varios mundos; Spanisch; Literaturwissenschaft; 
rom2752; 16.04.2009; Stellen; Professur; Professur (W3) für Allgemeine und Vergleichende Literaturwissenschaft mit einem Schwerpunkt im Bereich der romanischen Literaturen; Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen; Literaturwissenschaft; 
rom0543; 08.05.2012; Stellen; Wissenschaftliche Stelle; Bibliotheksfachreferent/in im Rahmen einer Elternzeitvertretung; Portugiesisch Spanisch Sprachenübergreifend; Weitere Teilbereiche; 
rom2135; 20.01.2011; Stellen; Wissenschaftliche Stelle; Lehrkraft für besondere Aufgaben (A13 Akademische/r Rat/Rätin): Fremdsprachendidaktik; Französisch; Didaktik; 
rom2106; 09.10.2012; Tagungen; Sonstige Veranstaltung; Lehrerfortbildung Interactions orales en classe de FLE; Französisch; Sprachpraxis Didaktik; 
rom1136; 01.10.2012; Tagungen; Tagungsausschreibung; CfP Sektion: Lexikographie im Spannungsfeld zwischen Translation und Spracherwerb Hispanistentag 2013; Spanisch; Sprachwissenschaft; 
rom0835; 24.10.2011; Tagungen; Tagungsausschreibung; CfP: Forum Junge Romanistik Graz 2012 Spuren.Suche (in) der Romania; Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen; Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Didaktik; 
rom0413; 30.11.2012; Tagungen; Tagungsprogramm; artefrakte. Politisch motivierte Gewalt und experimentelle Darstellungsformen in Kunst und Literatur; Sprachenübergreifend; Literaturwissenschaft Medien-/Kulturwissenschaft; 
rom0876; 06.10.2008; Tagungen; Tagungsausschreibung; CfP: Ideas of Europe / Ideas for Europe; Sprachenübergreifend; Medien-/Kulturwissenschaft; 
rom1995; 06.08.2013; Tagungen; Tagungsprogramm; Lazarus - Kulturgeschichte einer Metapher; Sprachenübergreifend; Literaturwissenschaft Medien-/Kulturwissenschaft Weitere Teilbereiche; 
rom3115; 24.02.2011; Stellen; Wissenschaftliche Stelle; Three-year Position as Research Fellow ; Sprachenübergreifend; Literaturwissenschaft Medien-/Kulturwissenschaft; 
rom3746; 27.01.2012; Weitere Informationen; Allgemeine Mitteilung; Zs.: Philologie im Netz (PhiN) 58/2011 erschienen; Französisch Italienisch Portugiesisch Spanisch; Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft; 
rom2241; 14.12.2011; Stellen; Wissenschaftliche Stelle; Lehrkraft für besondere Aufgaben spanische und französische Literatur- und Kulturwissenschaft; Französisch Spanisch; Literaturwissenschaft Medien-/Kulturwissenschaft; 
rom1713; 27.05.2013; Tagungen; Sonstige Veranstaltung; Giornata Studi Italo-Tedeschi / DIS-Tag; Italienisch; Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft; 
rom2535; 03.07.2012; Weitere Informationen; Studium; Neuer spanischsprachiger Doppelmaster LELin; Spanisch Sprachenübergreifend; Sprachwissenschaft Sprachpraxis; 
rom0839; 15.09.2011; Tagungen; Tagungsausschreibung; CfP: France’s electoral year 2011-12; Französisch Sprachenübergreifend; Medien-/Kulturwissenschaft Weitere Teilbereiche; 
rom0726; 09.01.2012; Tagungen; Tagungsausschreibung; CfP: Caribbean Food Cultures: Representations and Performances of Eating Drinking and Consumption in the Caribbean and Its Diasporas; Sprachenübergreifend; Literaturwissenschaft Medien-/Kulturwissenschaft; 
rom1625; 28.08.2012; Tagungen; Tagungsausschreibung; Seminário Internacional: Cânone Margem e Periferia nos Espaços de Língua Portuguesa; Portugiesisch; Literaturwissenschaft; 
rom0215; 12.09.2013; Stellen; Stipendium; 4 Doktorandenstipendien; Sprachenübergreifend; Literaturwissenschaft Medien-/Kulturwissenschaft; 
rom0325; 08.02.2011; Stellen; Wissenschaftliche Stelle; Akademische Mitarbeiterin / Akademischer Mitarbeiter für Romanistische Sprachwissenschaft (50%); Französisch Spanisch Weitere romanische Sprachen; Sprachwissenschaft; 
rom3095; 21.07.2011; Stellen; Wissenschaftliche Stelle; Temporary Lectureship in Latin American Cultural Studies; Portugiesisch Spanisch; Medien-/Kulturwissenschaft; 
rom2931; 08.07.2012; Tagungen; Tagungsprogramm; Simposio Narrativas del terror en América Latina 54. Congreso Internacional de Americanistas; Spanisch; Literaturwissenschaft; 
rom0478; 01.10.2008; Weitere Informationen; Allgemeine Mitteilung; Aufruf zur Petitionsunterzeichnung: La Fondation Maison des Sciences de l’Homme : un avenir incertain ?; Französisch; Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft; 
rom0309; 23.01.2009; Tagungen; Tagungsausschreibung; AG Fachdidaktik Spanisch am 23. Kongress der Deutschen Gesellschaft für Fremdsprachenforschung; Spanisch; Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Sprachpraxis Didaktik; 
rom1248; 18.01.2012; Tagungen; Tagungsausschreibung; CfP: Wechselbeziehungen zwischen Text und Bild; Sprachenübergreifend; Literaturwissenschaft Medien-/Kulturwissenschaft; 
rom2127; 29.06.2011; Stellen; Wissenschaftliche Stelle; Lehrkraft für besondere Aufgaben 100% (Spanisch); Spanisch; Sprachpraxis Weitere Teilbereiche; 
rom0663; 27.10.2010; Tagungen; Tagungsausschreibung; CfP: 150 Years of United Italy; Italienisch; Literaturwissenschaft Medien-/Kulturwissenschaft Weitere Teilbereiche; 
rom3138; 24.05.2012; Stellen; Wissenschaftliche Stelle; Two Lectureships in Italian; Italienisch; Literaturwissenschaft Medien-/Kulturwissenschaft; 
rom1732; 18.02.2010; Disziplinen; Literaturwissenschaft; Hans-Kilian-Preis für die Erforschung und Förderung der metakulturellen Humanisation; Sprachenübergreifend; Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Didaktik; 
rom0036; 14.01.2010; Stellen; Stipendium; 10 International Research Fellowships (International Research Center for Work and Human Life Cycle in Global History); Sprachenübergreifend; Medien-/Kulturwissenschaft Weitere Teilbereiche; 
rom3683; 24.10.2012; Tagungen; Tagungsprogramm; Workshop Dt.-frz. Forschungsatelier 'junge Mediävistik'. Früh-und Hochmittelalter I. Das Königreich Burgund (888-1032); Französisch Sprachenübergreifend; Literaturwissenschaft Medien-/Kulturwissenschaft Weitere Teilbereiche; 
rom0354; 08.03.2012; Stellen; Wissenschaftliche Stelle; Akademische(r) Rätin/Rat (französische Literaturwissenschaft Kulturwissenschaft und Sprachpraxis); Französisch; Literaturwissenschaft Sprachpraxis; 
rom3616; 01.02.2012; Stellen; Wissenschaftliche Stelle; Wissenschaftliche/r Mitarbeiter/in Deonomasticon Italicum; Italienisch; Literaturwissenschaft Sprachwissenschaft; 
rom1843; 12.12.2011; Stellen; Nichtwissenschaftliche Stelle; Italienisch Lektoratsstelle; Italienisch; Sprachpraxis; 
rom1649; 02.02.2012; Stellen; Nichtwissenschaftliche Stelle; Freiberufliche Lehrkräfte für Spanisch; Spanisch; Sprachpraxis; 
rom3663; 24.07.2012; Stellen; Wissenschaftliche Stelle; Wissenschaftliche/r Mitarbeiter/in (Spanisch); Spanisch; Sprachpraxis; 
rom1511; 26.09.2008; Weitere Informationen; Allgemeine Mitteilung; Einladung zur Nominierung: Internationaler Holberg-Gedenkpreis 2009; Sprachenübergreifend; Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Didaktik Weitere Teilbereiche; 
rom2240; 17.05.2011; Stellen; Wissenschaftliche Stelle; Lehrkraft für besondere Aufgaben 100% (Spanische Sprachpraxis) ; Spanisch; Sprachpraxis; 
rom2810; 20.12.2013; Stellen; Wissenschaftliche Stelle; Puesto de Lectora / Lector para ELE; Spanisch; Sprachpraxis; 
rom0057; 19.04.2008; Stellen; Stipendium; 10 Stellen für Doktorand(inn)en im Doktorandenkolleg Zeitkulturen ; Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen Sprachenübergreifend; Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Didaktik; 
rom1518; 19.08.2011; Tagungen; Tagungsprogramm; El realismo en Gonzalo Torrente Ballester: poder religión y mito; Spanisch; Literaturwissenschaft; 
rom0400; 27.06.2013; Tagungen; Tagungsausschreibung; Arbeitsgruppe auf der Jahrestagung 2014 der DGfS: Grammatical categories in macro- and microcomparative linguistics; Französisch Italienisch Portugiesisch Spanisch Sprachenübergreifend; Sprachwissenschaft; 
rom0035; 12.05.2012; Weitere Informationen; Allgemeine Mitteilung; 10. Interdisziplinäre Sommer-Akademie: Die Jagd im Mittelalter; Sprachenübergreifend; Literaturwissenschaft Medien-/Kulturwissenschaft Weitere Teilbereiche; 
rom1302; 19.02.2009; Stellen; Stipendium; Cognitive Interaction Technology: Research Grants for PhD Students and Postdoc Researchers (Linguistics); Sprachenübergreifend; Sprachwissenschaft; 
rom1991; 14.10.2010; Stellen; Wissenschaftliche Stelle; Langzeitdozent/in: Kommunikationswissenschaften; Spanisch; Medien-/Kulturwissenschaft; 
rom3145; 21.10.2010; Disziplinen; Literaturwissenschaft; Übersetzungsförderung (Volkswagen-Stiftung): „Deutsch plus – Wissenschaft ist mehrsprachig“; Sprachenübergreifend; Literaturwissenschaft Sprachwissenschaft; 
rom0383; 31.05.2010; Stellen; Stipendium; André Chastel fellowship - Villa Medici (post-doctoral Fellowship); Französisch Italienisch Weitere romanische Sprachen Sprachenübergreifend; Medien-/Kulturwissenschaft Weitere Teilbereiche; 
rom0866; 09.07.2011; Tagungen; Tagungsausschreibung; CfP: Hápax sintácticos y gramática histórica; Spanisch Sprachenübergreifend; Sprachwissenschaft; 
rom1497; 18.04.2008; Weitere Informationen; Studium; Dreisprachiger Master-Studiengang Learning and Development in Multilingual and Multicultural Contexts; Französisch Sprachenübergreifend; Sprachwissenschaft Medien-/Kulturwissenschaft; 
rom1116; 04.12.2013; Tagungen; Tagungsausschreibung; CfP: Sektion Das Französische im wirtschaftlichen Kontext Frankoromanistentag 2014; Französisch; Sprachwissenschaft Weitere Teilbereiche; 
rom0775; 15.02.2011; Tagungen; Tagungsausschreibung; CfP: Das Dekorative und das Poetische : Künstler Schriftsteller und Ästheten um Marcel Proust / Arts decoratifs et poesie : artistes écrivains et esthètes autour de Marcel Proust; Französisch; Literaturwissenschaft Medien-/Kulturwissenschaft; 
rom1148; 01.02.2008; Tagungen; Tagungsausschreibung; CFP Sektion Syntax der Mündlichkeit in den französischen Varietäten außerhalb Frankreichs (Frankoromanistentag); Französisch; Sprachwissenschaft; 
rom1185; 04.07.2013; Tagungen; Tagungsausschreibung; CfP: Tagung der Vereinigung Angewandte Linguistik Schweiz (Vals-Asla); Sprachenübergreifend; Sprachwissenschaft; 
rom2528; 05.07.2012; Weitere Informationen; Studium; Neuer Masterstudiengang literarisches Übersetzen; Französisch Italienisch Spanisch; Sprachwissenschaft; 
rom1678; 12.10.2009; Tagungen; Sonstige Veranstaltung; Futurismo al 100% – 100% Futurismus. Vortragsreihe - Ringvorlesung / Ciclo di conferenze; Italienisch; Literaturwissenschaft Medien-/Kulturwissenschaft; 
rom0282; 07.05.2009; Stellen; Stipendium; 8 Promotionsstipendien im Graduiertenkolleg Kulturkontakt und Wissenschaftsdiskurs; Sprachenübergreifend; Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft; 
rom3453; 13.01.2011; Weitere Informationen; Allgemeine Mitteilung; Wie sich Wissenschaftssprachen und -kulturen unterscheiden: Deutsch und Italienisch im Ländervergleich; Italienisch Sprachenübergreifend; Sprachwissenschaft; 
rom2065; 30.06.2011; Stellen; Nichtwissenschaftliche Stelle; Lecturer in Spanish; Spanisch; Sprachpraxis; 
rom0177; 31.05.2012; Tagungen; Tagungsprogramm; 27. Romanistisches Kolloquium: Aktuelle Tendenzen im Prozess der Normierung und Kodifizierung romanischer Kleinsprachen; Französisch Italienisch Spanisch Weitere romanische Sprachen; Sprachwissenschaft; 
rom2874; 30.05.2013; Tagungen; Sonstige Veranstaltung; Ruben Chababo: „Creando una conciencia cívica: Historia y retos actuales de la recuperación de la memoria histórica en Rosario”; Spanisch; Medien-/Kulturwissenschaft Weitere Teilbereiche; 
rom2825; 22.11.2007; Stellen; Wissenschaftliche Stelle; Referent/in f. Romanistik Universitäts- und Landesbibliothek; Französisch Italienisch; Weitere Teilbereiche; 
